# GPS Velocities in China. reference frame: ITRF2014        Version: 1.0
# ----------------------------------------------------------------------
# Velocities are extracted from the crustal deformation data of CMONOC:
#
#     Zhao B, et al., Crustal deformation on the Chinese mainland during
#     1998-2004 based on GPS data, Geodesy and Geodynamics (2015)
#     http://dx.doi.org/10.1016/j.geog.2014.12.006
#
# The original horizontal velocities are respect to the Eurasia plate,
# calculte the absolute values by:
#
#     V = ΔV + ω × X
#
# Where V is the absolute velocities vector of one GPS station, ΔV is
# velocities vector respected to Eurasia plate, ω is the Euler vector of
# Eurasia plate in ITRF2008, X is the coordinate vector of the station.
# ----------------------------------------------------------------------
# However, the reference frame of the calculted absolute velocities V is
# ITRF2008, transform them to ITRF2014 by:
#
#              .   .     .
#     V' = V + T + D·X + R·X
#
#       .  .  .
# Where T, D, R are transform parameters from ITRF2008 to ITRF2014, see:
#
#     http://itrf.ensg.ign.fr/doc_ITRF/Transfo-ITRF2014_ITRFs.txt
#
# ----------------------------------------------------------------------
# Units for the records:
#
#     Lat: Latitude in angle degree
#     Lon: Longitude in angle degree
#     Vx: Velocity(mm/yr) in X component
#     Vy: Velocity(mm/yr) in Y component
#     Vz: Velocity(mm/yr) in Z component
#
# ----------------------------------------------------------------------
# Lat     Lon      Vx      Vy      Vz
  33.7   109.1   -33.83   -5.80   -8.62
  30.2   109.5   -32.83   -7.48   -7.00
  27.9   110.6   -32.82   -7.29   -9.23
  27.9   108.3   -32.86   -5.94   -9.14
  23.8   108.2   -32.74   -7.12   -8.22
  22.3   107.8   -36.18   -7.87   -9.10
  22.4   109.3   -30.08   -7.10   -8.26
  21.5   109.1   -31.61   -7.61   -8.43
  21.0   109.1   -31.67   -7.52   -8.91
  19.7   109.3   -31.29   -7.93   -8.45
  19.1   108.6   -32.20   -7.91   -8.50
  18.2   109.5   -29.42   -7.92   -7.66
  25.0   105.8   -33.62   -6.39   -6.81
  24.9   104.3   -32.82   -4.99   -7.40
  23.4   105.8   -35.61   -5.35  -10.88
  22.9   107.1   -35.06   -6.94   -9.10
  26.6   104.9   -34.23   -5.61   -7.07
  29.8   120.8   -32.13  -12.78   -9.84
  29.7   120.1   -32.25  -13.12   -8.74
  29.7   121.6   -32.64  -13.86   -9.57
  29.3   121.4   -32.48  -13.73   -9.56
  29.3   120.9   -31.81  -12.68  -10.01
  29.1   121.9   -31.53  -13.78   -9.22
  28.9   121.2   -31.80  -13.24   -9.61
  28.8   121.6   -32.10  -13.51   -9.97
  28.7   119.6   -33.28  -13.01   -9.67
  28.7   120.7   -32.62  -13.21   -9.96
  28.4   121.3   -32.26  -13.63   -9.77
  28.3   120.8   -32.52  -13.59   -9.55
  28.3   120.1   -33.15  -13.27   -9.86
  28.1   121.3   -32.08  -14.36   -8.54
  28.1   119.5   -32.75  -12.70   -9.81
  27.9   120.1   -31.11  -12.59   -9.19
  27.8   120.5   -31.99  -13.21   -9.52
  27.4   120.6   -30.24  -12.85   -8.67
  27.3   120.3   -30.76  -12.56   -9.37
  27.4   119.8   -31.04  -12.70   -8.82
  27.2   118.7   -31.89  -11.72  -10.12
  27.1   120.3   -30.48  -12.73   -8.90
  26.7   119.2   -31.80  -12.25   -9.91
  26.6   119.6   -30.76  -11.76  -10.24
  26.3   118.4   -32.20  -11.99   -9.98
  26.3   119.9   -31.32  -12.93   -9.24
  26.2   118.9   -30.14  -11.78   -8.98
  25.9   118.8   -30.08  -10.03  -12.09
  25.8   118.2   -31.66  -11.14  -10.98
  25.6   119.5   -30.40  -12.34   -9.17
  25.5   119.2   -31.42  -12.72   -9.21
  25.5   118.1   -31.97  -12.14   -9.45
  25.4   116.4   -32.89  -11.26   -9.90
  25.4   117.4   -32.76  -11.84   -9.96
  25.2   119.5   -30.71  -12.14  -10.02
  25.1   119.2   -30.98  -12.22   -9.83
  25.1   118.0   -32.66  -12.27   -9.95
  25.0   115.6   -32.95  -10.96   -9.69
  24.8   118.2   -32.25  -12.06  -10.34
  24.5   118.6   -31.50  -11.88  -10.56
  24.6   117.2   -31.15  -10.99  -10.10
  24.5   116.2   -30.79  -10.75   -9.03
  24.4   115.4   -31.19  -10.37   -9.20
  24.3   116.8   -31.21  -10.69  -10.41
  24.1   117.9   -32.27  -12.29   -9.84
  24.0   117.3   -33.66  -12.26  -10.58
  23.9   116.3   -29.83  -10.13   -9.70
  23.9   115.5   -30.25   -9.20  -11.03
  23.6   117.4   -33.11  -11.62  -11.64
  23.5   116.4   -32.29  -11.59   -9.54
  23.1   116.1   -31.55  -10.69  -10.43
  23.1   115.2   -32.20  -10.84   -9.54
  23.0   116.4   -30.87  -10.72  -10.11
  33.2   110.4   -33.47   -6.51   -8.75
  26.7   103.9   -35.20   -4.40   -8.64
  26.3   104.1   -34.80   -5.29   -7.11
  24.2   104.2   -31.28   -5.00   -6.66
  30.9   104.5   -33.94   -4.68   -6.91
  28.7   104.6   -33.07   -4.45   -7.67
  23.0   104.8   -31.93   -5.65   -6.73
  25.1   104.9   -34.39   -5.40   -8.08
  25.7   105.0   -31.78   -4.67   -8.05
  27.8   105.0   -33.93   -5.50   -6.90
  31.8   105.1   -34.18   -4.92   -6.96
  23.8   105.2   -33.13   -5.93   -7.09
  29.9   105.4   -33.74   -5.54   -6.58
  24.4   105.4   -32.98   -5.47   -8.03
  27.2   105.6   -35.00   -5.23   -8.83
  26.3   105.9   -35.19   -5.72   -8.70
  28.3   106.3   -34.73   -5.93   -7.84
  22.9   106.3   -32.28   -6.06   -8.07
  29.4   106.4   -32.99   -5.59   -7.31
  27.6   106.5   -33.05   -5.54   -8.10
  31.7   106.6   -33.14   -5.04   -7.78
  23.5   106.6   -36.67   -5.63  -12.07
  25.4   106.7   -34.24   -6.51   -7.94
  32.4   106.9   -33.27   -6.08   -6.33
  29.2   107.1   -32.94   -5.27   -8.61
  28.3   107.3   -32.28   -5.35   -8.65
  24.2   107.4   -32.36   -6.06   -9.03
  27.2   107.4   -31.56   -5.57   -8.33
  31.3   107.5   -32.84   -5.74   -7.52
  21.6   107.5   -33.02   -7.17   -8.24
  33.0   107.6   -35.20   -5.32   -8.84
  26.0   107.6   -33.50   -6.89   -7.65
  23.5   107.7   -32.68   -6.96   -7.97
  30.3   107.7   -33.32   -5.69   -8.34
  32.1   108.0   -33.12   -5.41   -8.37
  29.5   108.1   -32.44   -5.73   -8.47
  25.2   108.1   -33.55   -6.81   -8.74
  21.5   108.3   -32.12   -7.23   -8.59
  22.7   108.6   -32.39   -7.16   -8.87
  24.4   108.7   -31.32   -6.96   -7.96
  31.5   108.9   -32.47   -5.58   -8.81
  28.9   108.9   -30.27   -5.09   -9.33
  27.2   108.9   -33.95   -6.24  -10.23
  25.9   109.1   -31.63   -6.81   -8.41
  25.1   109.3   -32.37   -7.00   -9.09
  23.9   109.4   -31.06   -6.91   -8.94
  28.0   109.6   -34.71   -5.83  -11.87
  21.9   109.6   -32.34   -8.22   -8.13
  27.2   109.9   -32.40   -7.01   -8.96
  29.0   109.9   -33.34   -7.26   -8.45
  20.9   110.1   -31.54   -7.92   -9.33
  26.1   110.3   -31.92   -7.14   -9.26
  23.6   110.4   -31.75   -7.71   -9.16
  30.0   110.4   -33.60   -7.86   -7.81
  24.5   110.4   -32.44   -7.46   -9.82
  22.3   110.5   -33.21   -8.87   -8.51
  32.1   110.6   -33.35   -7.09   -8.39
  22.7   110.9   -32.79   -9.17   -7.87
  25.9   111.0   -31.58   -6.99  -10.21
  27.2   111.2   -32.65   -7.91   -8.95
  28.7   111.2   -33.28   -8.18   -8.35
  22.3   111.3   -32.96   -8.67   -9.90
  29.6   111.2   -33.14   -7.88   -8.45
  21.5   111.3   -32.74   -9.26   -8.71
  25.3   111.4   -33.31   -8.66   -9.01
  24.4   111.6   -33.96   -9.24   -8.99
  26.5   111.8   -31.14   -7.74   -9.11
  27.7   111.8   -30.71   -8.43   -7.13
  23.4   112.1   -32.50   -9.41   -8.50
  22.6   112.2   -33.56   -9.93   -8.77
  30.0   112.2   -33.03   -8.73   -7.90
  28.8   112.2   -33.01   -7.90   -9.68
  31.1   112.3   -33.83   -8.84   -8.00
  22.1   112.4   -31.86   -9.16   -9.46
  23.9   112.5   -31.37   -8.22  -10.33
  24.8   112.6   -33.08  -10.07   -7.75
  23.4   112.7   -33.93  -10.32   -8.65
  23.0   112.9   -31.36   -9.28   -9.00
  26.0   113.0   -34.14   -9.97   -8.86
  22.2   113.1   -32.22   -9.39  -10.21
  23.7   113.3   -32.39   -9.64   -9.40
  22.8   113.2   -31.42   -9.43   -9.22
  30.9   113.4   -33.58   -9.00   -8.76
  22.5   113.3   -31.15   -8.98  -10.23
  22.1   113.5   -32.29   -9.91   -9.74
  22.9   113.7   -31.76  -10.21   -8.49
  23.6   113.7   -32.39  -10.12   -8.97
  27.3   113.7   -34.60   -9.40  -10.58
  28.5   113.5   -32.31   -9.25   -8.40
  26.1   113.9   -32.95  -10.28   -8.40
  24.1   114.1   -31.82   -9.65   -9.73
  23.2   114.2   -30.48   -9.51   -9.30
  22.6   114.2   -32.72  -10.40   -9.84
  29.4   114.2   -33.23   -9.68   -8.79
  27.8   114.4   -33.61  -10.32   -8.83
  24.4   114.9   -32.08  -10.34   -9.46
  22.6   114.8   -31.41  -10.44   -9.29
  28.5   114.9   -32.45   -9.47   -9.64
  23.5   115.0   -32.36  -10.86   -9.20
  25.8   115.0   -33.77  -10.59  -10.00
  27.9   115.4   -32.58   -9.98   -9.67
  30.6   115.7   -32.87  -10.08   -9.02
  26.3   116.3   -33.01  -11.03   -9.93
  27.6   116.2   -32.48  -10.50   -9.72
  28.7   116.7   -31.97  -10.97   -8.64
  29.6   116.8   -33.34  -10.41  -10.39
  31.2   117.4   -32.85   -9.77  -10.91
  27.6   117.3   -32.18  -11.51   -8.97
  29.2   117.7   -33.01  -11.59   -9.38
  28.3   117.7   -31.84  -11.24   -9.31
  30.6   117.9   -31.65  -10.08  -10.24
  30.0   118.2   -32.05  -10.95   -9.80
  28.0   118.5   -31.68  -11.53   -9.69
  29.6   119.1   -32.30  -12.07   -9.37
  18.4   109.0   -31.00   -8.03   -8.02
  19.9   109.7   -31.48   -8.21   -8.42
  19.3   110.6   -29.71   -7.89   -9.25
  19.6   111.0   -29.56   -8.32   -8.41
  21.9   113.7   -32.60  -10.07  -10.08
  29.5   115.6   -30.60   -9.88   -7.91
  29.8   116.0   -32.60  -10.25   -9.16
  38.0   105.1   -32.51   -5.34   -4.45
  37.5   105.9   -32.68   -5.16   -5.41
  37.5   105.5   -32.49   -5.31   -4.86
  37.4   105.7   -32.99   -5.51   -4.95
  37.2   105.2   -33.21   -5.42   -4.80
  37.0   105.9   -32.98   -5.37   -5.35
  36.9   105.3   -32.74   -5.19   -5.06
  36.8   106.4   -33.32   -4.36   -7.20
  36.6   106.1   -33.17   -3.62   -7.93
  36.7   105.2   -35.68   -5.48   -5.68
  36.5   105.6   -35.08   -5.75   -5.48
  36.3   106.0   -34.21   -6.09   -5.09
  36.5   105.3   -37.42   -5.71   -6.13
  36.3   105.6   -36.36   -5.19   -6.73
  36.1   106.6   -34.07   -4.90   -7.14
  36.0   106.2   -34.19   -4.75   -7.07
  36.1   105.0   -36.10   -5.13   -6.25
  35.7   106.2   -35.78   -4.60   -7.97
  35.7   105.0   -35.33   -4.65   -6.71
  35.6   106.1   -35.31   -5.28   -6.81
  35.6   105.5   -35.82   -4.81   -7.13
  35.5   106.6   -34.71   -4.76   -7.74
  35.5   106.4   -33.97   -4.61   -7.47
  35.4   105.0   -36.23   -5.38   -6.12
  35.2   106.5   -34.94   -5.02   -7.47
  35.2   106.0   -34.57   -4.82   -7.17
  35.1   105.8   -34.60   -5.07   -6.69
  35.0   106.2   -36.16   -5.17   -7.56
  34.9   106.8   -35.08   -5.40   -7.36
  34.9   105.7   -34.93   -6.55   -4.74
  34.7   106.2   -35.31   -5.87   -6.33
  34.8   105.4   -35.21   -5.14   -6.56
  34.5   106.4   -33.43   -4.06   -8.30
  34.6   105.7   -34.23   -4.37   -7.57
  34.4   107.1   -34.75   -5.25   -7.84
  34.3   105.8   -34.80   -4.72   -7.47
  42.0   101.1   -32.78   -3.73   -3.13
  40.3    99.1   -30.11   -1.75   -3.77
  40.7   104.5   -31.24   -4.02   -4.76
  40.2   104.8   -31.64   -4.89   -4.16
  39.7   100.2   -31.71   -1.77   -4.87
  39.6   100.8   -32.03   -2.03   -5.04
  39.4   102.8   -30.76   -3.62   -4.20
  39.2   100.3   -32.47   -2.99   -3.72
  39.1   102.6   -32.07   -3.84   -4.20
  38.8   103.4   -32.90   -4.44   -4.32
  38.9   100.7   -31.10   -2.87   -3.86
  38.7   101.2   -29.48   -1.87   -5.06
  38.5   103.2   -33.68   -5.18   -3.54
  38.6   100.3   -32.26   -3.52   -3.09
  38.2   101.4   -33.50   -4.20   -3.39
  38.4   102.9   -32.56   -4.00   -4.46
  38.4   102.2   -33.12   -4.65   -3.31
  38.3   101.7   -32.96   -4.43   -3.18
  38.3   100.8   -32.87   -3.72   -3.38
  38.3   102.1   -32.63   -3.43   -4.62
  38.1   102.3   -32.83   -4.25   -3.83
  38.2   100.2   -33.44   -3.70   -3.11
  37.8   102.6   -33.16   -4.48   -3.90
  38.0   102.3   -33.28   -3.74   -4.60
  38.0   100.9   -33.03   -3.28   -4.08
  37.5   102.6   -34.72   -4.95   -3.79
  37.5   104.3   -33.72   -4.83   -4.96
  37.6   103.4   -33.23   -4.29   -4.80
  37.4   102.8   -35.04   -5.32   -3.58
  37.5   101.4   -36.15   -4.94   -3.22
  37.6   100.4   -35.53   -5.37   -1.68
  37.2   104.1   -34.73   -5.29   -4.60
  37.1   103.0   -36.97   -6.02   -3.46
  37.3   102.0   -36.29   -5.37   -3.23
  37.3   100.2   -36.29   -5.57   -1.46
  37.2   100.5   -36.43   -5.49   -1.84
  36.9   104.6   -36.21   -5.60   -5.15
  36.8   104.1   -38.14   -6.12   -4.71
  36.9   103.2   -37.70   -6.58   -3.15
  37.0   101.6   -37.39   -5.25   -3.37
  36.9   102.6   -36.42   -5.34   -3.85
  36.9   101.0   -37.28   -6.04   -1.79
  36.7   103.2   -37.37   -6.13   -3.66
  36.7   101.2   -36.74   -6.09   -1.78
  36.4   104.7   -37.93   -5.42   -6.17
  36.7   104.4   -37.87   -5.80   -5.32
  36.5   101.5   -38.20   -6.84   -1.46
  36.6   100.3   -36.55   -6.06   -0.99
  37.1   103.4   -36.96   -5.65   -4.27
  36.5   104.0   -36.92   -5.89   -4.57
  36.3   102.9   -36.86   -6.87   -2.30
  36.4   101.0   -37.31   -6.45   -1.29
  36.2   103.4   -36.58   -4.18   -6.26
  36.2   102.0   -38.50   -6.93   -1.90
  36.2   100.5   -37.68   -6.39   -1.03
  36.1   102.3   -38.33   -6.51   -2.70
  36.4   101.1   -36.61   -6.06   -1.71
  35.9   103.3   -37.08   -6.09   -3.83
  35.9   102.0   -38.19   -7.03   -1.69
  36.1   101.4   -37.19   -6.51   -1.56
  35.9   104.2   -36.47   -5.67   -4.99
  35.9   102.8   -38.10   -7.17   -2.23
  35.8   102.5   -37.33   -7.13   -1.77
  35.5   104.5   -35.94   -5.16   -5.84
  35.6   103.2   -37.93   -5.47   -4.88
  34.9   106.7   -34.93   -4.99   -7.77
  35.4   103.3   -36.81   -6.17   -3.70
  35.3   102.8   -37.94   -6.73   -2.84
  35.0   104.1   -36.05   -5.70   -4.88
  35.1   102.4   -37.63   -5.82   -3.64
  35.0   104.5   -35.00   -5.75   -4.79
  35.3   103.7   -36.28   -5.97   -4.17
  34.9   102.9   -35.75   -5.39   -4.14
  34.9   104.5   -36.40   -3.68   -8.19
  34.7   104.9   -35.28   -5.54   -5.60
  34.5   104.9   -35.23   -5.39   -5.83
  41.9    97.1   -30.74   -1.76   -2.47
  41.1    95.5   -32.07   -2.58   -0.76
  40.6    96.7   -32.44   -3.50   -0.55
  40.3    97.7   -32.39   -3.76   -0.92
  40.3    97.1   -31.31   -3.24   -0.97
  40.0    97.4   -32.01   -4.46    0.17
  40.0    96.7   -31.52   -4.20    0.39
  40.1    95.7   -32.16   -3.85    0.56
  39.9    98.9   -31.15   -2.10   -3.48
  39.7    99.6   -31.05   -2.48   -3.49
  38.7   102.3   -32.55   -3.99   -3.99
  39.7    98.5   -31.24   -1.98   -3.40
  39.8    98.2   -31.09   -1.98   -3.16
  39.9    97.9   -30.50   -2.29   -2.50
  39.6    97.7   -31.54   -2.76   -2.00
  39.9    96.7   -31.99   -4.38    0.54
  38.9   101.1   -31.16   -3.46   -3.44
  39.4    98.8   -31.74   -2.95   -2.57
  39.1    99.6   -32.25   -2.86   -3.35
  39.2    98.0   -33.00   -2.64   -2.63
  39.7    95.6   -32.36   -3.95    0.73
  38.8    99.6   -32.79   -3.07   -3.24
  39.0    98.3   -33.30   -2.93   -2.56
  38.4    99.6   -33.29   -3.17   -3.27
  38.0    98.9   -35.39   -5.02   -0.87
  37.6    98.7   -35.38   -5.33   -0.32
  37.5    95.8   -37.20   -8.66    6.12
  37.1    99.5   -35.63   -6.14    0.01
  37.3    99.0   -36.58   -6.00    0.05
  37.3    98.3   -35.00   -5.92    0.84
  37.4    96.7   -34.80   -6.45    2.85
  36.7    99.9   -36.93   -6.50   -0.14
  36.8    99.1   -37.36   -6.30    0.20
  36.9    98.5   -35.74   -6.68    1.55
  40.5    95.0   -31.29   -2.53   -0.44
  40.2    94.8   -31.71   -3.69    1.01
  39.7    94.6   -31.38   -3.90    1.45
  39.6    93.5   -31.35   -3.12    1.25
  39.5    94.9   -32.28   -4.42    1.80
  39.3    93.0   -32.26   -3.96    2.57
  38.8    94.4   -35.48   -3.75    1.06
  38.1    95.0   -34.41   -4.83    2.10
  37.9    93.5   -34.38   -6.06    4.86
  38.3    90.8   -36.35   -5.24    5.78
  38.7    89.2   -30.17   -3.91    5.20
  42.3    97.0   -31.71   -1.51   -2.78
  42.5    95.1   -32.53   -2.29   -0.85
  41.8   102.9   -31.59   -2.92   -4.89
  41.9    93.9   -31.63   -2.62    0.33
  41.2    96.9   -30.95   -1.61   -2.61
  39.9   103.7   -30.81   -3.08   -5.34
  39.3   102.0   -31.03   -2.88   -4.64
  39.9    98.6   -31.38   -1.74   -3.76
  39.7    98.0   -31.70   -2.24   -2.84
  39.6   105.1   -31.63   -4.68   -4.70
  39.6    94.3   -31.53   -2.59    0.06
  39.4    94.3   -33.71   -3.56    1.04
  39.5    97.1   -32.68   -3.65   -0.71
  39.2    94.3   -35.02   -3.22    0.51
  39.3    95.5   -34.11   -3.25   -0.25
  38.9    90.7   -31.66   -3.94    4.20
  39.1   101.3   -31.43   -2.92   -4.25
  39.0   100.2   -31.33   -3.18   -3.19
  38.8    91.5   -33.84   -4.27    4.01
  38.7   101.0   -32.66   -3.81   -3.31
  38.6   100.9   -32.40   -3.75   -3.27
  38.5    89.6   -31.77   -3.83    4.88
  38.5    93.4   -33.43   -4.68    3.18
  38.4    89.9   -32.56   -4.43    5.45
  38.3    94.6   -35.94   -3.32    0.33
  38.4    90.1   -35.00   -5.05    6.09
  38.3   100.8   -33.19   -4.07   -3.02
  38.3    90.3   -35.63   -5.39    6.39
  38.4   100.7   -33.36   -3.90   -3.19
  38.2   100.3   -33.66   -3.95   -2.92
  38.2   102.7   -32.20   -4.03   -4.21
  38.1    92.4   -35.57   -6.09    5.66
  38.1    89.3   -34.50   -4.63    6.23
  38.0   100.2   -33.81   -3.84   -3.04
  37.9    91.7   -36.39   -6.24    6.41
  37.6    99.4   -37.29   -4.72   -2.08
  37.4   101.7   -36.44   -4.67   -3.90
  37.7   100.9   -36.79   -4.88   -3.02
  37.0    90.9   -36.03   -6.18    7.24
  37.3   106.2   -32.82   -4.40   -6.68
  37.2    95.5   -36.63   -6.72    3.97
  37.1   106.6   -33.19   -4.55   -6.98
  37.0   104.1   -38.84   -5.95   -5.12
  37.0    95.4   -37.23   -6.30    3.46
  36.8   105.6   -33.58   -5.54   -5.16
  36.7    93.6   -35.20   -5.64    4.37
  37.0    91.9   -36.07   -6.72    7.10
  36.6   106.7   -32.69   -4.14   -7.52
  36.4    96.4   -35.87   -6.85    3.59
  36.4   106.3   -33.21   -4.15   -7.47
  36.3    99.8   -37.80   -6.62   -0.10
  36.0   105.4   -35.84   -4.61   -7.21
  35.8   106.7   -34.00   -2.07  -11.02
  35.7   101.4   -36.54   -6.23   -1.78
  35.4   106.3   -34.52   -4.73   -7.47
  35.2   106.2   -33.88   -4.38   -7.67
  35.2   105.2   -35.30   -5.08   -6.41
  35.2   100.8   -38.99   -7.56   -0.07
  35.1   106.8   -35.46   -2.82  -10.97
  35.1   101.7   -38.06   -6.69   -1.89
  34.8   107.3   -35.35   -5.75   -7.46
  34.7   106.6   -35.26   -5.71   -6.88
  34.7   107.1   -34.92   -5.54   -7.42
  34.6   101.9   -37.51   -6.35   -2.44
  34.5   106.1   -35.10   -5.35   -6.93
  33.9   106.5   -35.34   -5.35   -7.55
  33.9   105.8   -33.74   -4.02   -8.16
  34.1   105.3   -35.14   -4.71   -7.22
  33.6   106.9   -35.22   -5.66   -7.50
  33.7   105.6   -34.40   -5.10   -6.75
  33.8   105.3   -35.12   -5.39   -6.33
  33.3   106.2   -33.54   -6.00   -5.72
  33.0   106.0   -34.27   -5.34   -6.89
  32.4   105.8   -34.73   -5.22   -7.25
  32.0   105.5   -33.79   -5.00   -7.01
  34.7   103.2   -37.55   -5.96   -4.24
  34.4   104.1   -37.88   -6.42   -4.62
  34.6   102.5   -38.41   -5.85   -4.01
  34.0   104.4   -38.08   -5.59   -6.26
  34.1   103.1   -36.83   -5.22   -5.06
  34.0   102.1   -40.52   -5.50   -4.87
  33.8   104.4   -36.23   -5.70   -5.46
  33.9   103.7   -37.43   -5.63   -5.29
  33.4   104.8   -36.70   -5.64   -6.19
  33.0   104.6   -36.76   -6.00   -5.57
  33.2   104.2   -41.68   -5.54   -7.67
  32.9   103.4   -40.45   -4.73   -7.63
  33.6   103.0   -40.20   -6.00   -5.06
  33.4   101.5   -43.14   -5.20   -5.56
  32.9   101.7   -45.27   -4.64   -7.42
  33.1   100.6   -43.92   -5.39   -4.51
  32.6   103.6   -41.48   -4.39   -8.83
  32.8   102.5   -43.31   -4.79   -7.55
  32.4   104.6   -41.60   -7.33   -5.61
  32.2   104.8   -38.94   -5.97   -6.89
  32.4   103.7   -42.34   -5.27   -8.00
  31.8   104.4   -40.61   -5.73   -7.60
  32.1   103.2   -46.55   -4.76   -9.82
  31.8   101.6   -43.43   -4.37   -7.44
  32.3   101.1   -44.51   -4.71   -6.50
  32.3   100.3   -44.13   -4.66   -5.49
  31.5   104.8   -33.53   -3.97   -7.97
  31.4   104.2   -35.88   -2.91  -10.07
  31.9   102.7   -48.33   -4.19  -10.76
  31.5   102.1   -44.94   -4.85   -7.90
  31.2   104.4   -33.39   -4.76   -6.36
  31.1   103.7   -37.32   -2.90  -10.25
  31.0   102.8   -44.68   -2.56  -12.59
  30.9   101.9   -49.33   -6.49   -6.66
  31.0   101.2   -44.46   -3.76   -8.50
  31.3   100.7   -51.04   -3.94   -9.49
  31.6   100.3   -45.71   -3.63   -7.75
  31.3   100.2   -50.06   -3.53   -9.13
  30.7   104.1   -36.81   -3.12  -10.28
  30.3   102.8   -36.84   -3.35   -8.65
  31.1   100.9   -44.82   -2.83   -9.71
  30.9   100.3   -46.71   -2.03  -10.90
  30.0   103.0   -32.11   -4.01   -6.03
  30.1   101.8   -40.32   -1.44  -12.07
  30.1   101.5   -42.00   -0.67  -13.60
  30.1   101.0   -42.59   -1.39  -11.95
  30.1    99.2   -44.06   -1.55   -9.80
  29.7   104.1   -33.49   -4.96   -6.15
  29.8   102.8   -35.77   -4.10   -7.13
  29.8   102.3   -34.37   -3.48   -7.14
  29.8   101.6   -41.39   -0.52  -13.93
  29.7   100.4   -43.24    0.10  -14.14
  29.6   103.5   -33.69   -4.52   -6.39
  29.7   102.1   -39.82   -2.72  -10.27
  30.3   101.5   -43.08   -1.37  -12.68
  29.2   100.1   -40.97    0.79  -14.53
  29.2   103.3   -34.43   -4.41   -6.78
  29.3   102.4   -38.71   -2.20  -11.28
  29.0   101.5   -40.22    0.20  -15.11
  28.8   103.0   -34.80   -3.96   -7.52
  29.0   102.8   -36.00   -3.38   -8.74
  28.3   103.1   -34.97   -3.74   -8.26
  28.7   102.5   -37.94   -2.57  -10.71
  28.3   102.4   -36.06   -1.77  -11.47
  28.5   102.1   -38.48   -0.31  -14.59
  28.0   102.8   -37.75   -3.42   -9.76
  27.9   102.2   -38.82   -1.40  -13.21
  27.7   101.2   -41.01   -0.18  -15.14
  27.7   100.7   -33.71    3.76  -19.27
  27.8   103.9   -33.85   -4.32   -7.78
  27.7   103.3   -33.64   -4.02   -7.60
  27.7   102.8   -36.41   -2.61  -10.82
  27.4   103.7   -34.64   -4.94   -6.89
  27.4   102.5   -37.25   -1.11  -13.77
  27.5   102.2   -38.40   -0.37  -15.20
  27.5   101.7   -37.95    0.05  -15.19
  27.1   100.9   -38.42    0.78  -16.02
  27.1   100.1   -34.27    3.11  -18.06
  26.9   102.9   -35.21   -1.96  -12.05
  26.6   102.6   -36.07   -0.58  -14.90
  26.7   102.3   -35.71   -0.46  -14.56
  26.8   102.1   -35.33   -0.72  -13.59
  27.0   102.0   -37.25   -0.19  -15.15
  26.7   101.9   -34.78    0.06  -14.71
  26.7   101.2   -34.04    0.54  -14.52
  26.5   101.7   -36.28    0.23  -15.53
  26.7   100.8   -37.94    0.13  -14.72
  26.4   103.2   -34.47   -2.85  -10.60
  26.1   103.2   -35.22   -2.68  -11.43
  26.0   102.5   -35.59   -0.58  -14.97
  26.1   101.7   -30.47    1.24  -15.43
  26.2   100.6   -34.27    0.22  -13.59
  25.5   103.8   -34.99   -4.77   -8.14
  25.6   103.2   -34.48   -2.78  -11.13
  25.8   102.9   -36.07   -1.07  -14.84
  25.6   102.5   -33.95   -0.53  -14.60
  25.6   101.9   -36.66   -2.61  -10.79
  25.7   101.3   -33.61    0.02  -14.07
  25.8   100.6   -32.61    0.54  -13.85
  25.0   103.7   -34.35   -4.21   -9.03
  25.2   102.5   -34.70   -0.29  -15.70
  25.2   102.1   -33.13    0.58  -16.31
  25.2   101.3   -32.85    0.86  -15.82
  25.5   100.5   -33.06    2.07  -17.24
  25.3   100.5   -31.70    0.87  -14.38
  25.0   100.5   -33.32    0.12  -13.63
  24.8   103.3   -34.16   -3.67   -9.63
  24.7   102.9   -33.37   -2.16  -11.98
  24.7   102.2   -31.09    0.64  -15.99
  24.8   100.3   -28.25    0.94  -13.29
  24.4   100.1   -27.86    0.39  -11.97
  24.2   102.4   -30.36   -0.44  -13.91
  24.1   102.0   -30.61   -0.48  -13.55
  24.0   101.1   -28.82    0.12  -13.10
  24.4   100.9   -29.29    0.02  -12.63
  24.1   103.4   -33.46   -5.23   -6.32
  23.6   102.0   -28.95    0.51  -15.30
  23.9   100.9   -29.09   -0.41  -11.87
  23.9   100.1   -26.76    0.83  -12.81
  23.5   103.4   -30.88   -3.23   -9.62
  23.7   103.3   -33.13   -3.78   -9.35
  23.0   102.4   -34.55   -3.26  -10.38
  23.0   103.7   -32.17   -4.06   -9.05
  22.2   100.1   -27.78   -1.47   -8.80
  31.6   100.0   -47.84   -4.13   -7.16
  29.7    98.6   -43.46   -1.42   -9.21
  29.2    98.7   -42.41    0.34  -12.36
  28.8    99.3   -41.27    0.83  -13.91
  29.0    99.7   -40.72   -1.10  -10.72
  28.3    99.8   -39.49    1.52  -15.56
  28.4    98.9   -40.18    1.06  -13.73
  27.8    99.7   -35.53    3.27  -17.78
  27.6    99.0   -35.52    1.25  -13.29
  27.8    98.7   -36.20    0.58  -11.78
  27.3    99.6   -35.56    2.53  -16.65
  26.9    98.9   -32.26    1.49  -13.07
